id_producto,producto,categoria_super,subcategoria_super,ipc_text_match,match_score,match_method,validated,notes,codigo,bbyss,ponderador,bbyss_norm,ipc_text
14599,Salsa Sabor Indias Aji Habanero 55 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
14604,Salsa Zaeli Picante Churrasco 370 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
14660,Ketchup Zaeli Premium 380 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
14691,Salsa Zaeli Habanero Picante 150 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
14705,Mostaza French Dijon Ground 340 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
14770,Salsa Zaeli Tipo Inglesa 150 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
14971,Mostaza Heinz Yellow 566 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
15250,Salsa Kral Ranch 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
15251,Salsa Kral Queso 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
15252,Salsa Kral Nacho Dip 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
15255,Salsa Kral Queso Jalapeno Dip 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
15563,Salsa Kikkoman Teriyaki Baste Glaze 12 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
17379,Salsa Colgin Hickory Smake 4 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
17383,Salsa Goya Pico De Gallo 17.6 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
17831,Salsa B&R Nacho Guacamole 320 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
17832,Salsa B&R Nacho Pico de Gallo 320 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
17833,Salsa B&R Nacho De Porotos 320 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
17834,Salsa B&R Nacho Espinaca 320 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
17950,Salsa Badia Chipotle 155 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
18034,Salsa La Costeña Verde Habanero 145 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
18079,Salsa Country Barn Barbacoa 510 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
18113,Salsa La Costeña Dip Picante 453 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
19014,Salsa Indias Gourmet Chipotle Pack + Ketchup,abarrotes,aderezos,,,unmatched,False,,,,,,
22052,Salsa Predilecta Blanca Pouch 240 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
22343,Llajua B&R Casera 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
22344,Llajua B&R Churrasquera 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
22382,Mostaza Zaeli 180 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
22806,Salsa Cepera Barbecue 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
25261,MAYONESA CEPERA S CHURRASCO PET 200G,abarrotes,aderezos,,,unmatched,False,,,,,,
25267,KETCHUP PICKLES CEPERA PET 350G,abarrotes,aderezos,,,unmatched,False,,,,,,
25343,MOSTAZA GOYA DIJON 10 OZ,abarrotes,aderezos,,,unmatched,False,,,,,,
25996,KETCHUP SALSARETTI TRADICIONAL PET 675G,abarrotes,aderezos,,,unmatched,False,,,,,,
25997,MOSTAZA  SALSARETTI PET 350G,abarrotes,aderezos,,,unmatched,False,,,,,,
25998,KETCHUP SALSARETTI TRADICIONAL PET 380G,abarrotes,aderezos,,,unmatched,False,,,,,,
26015,Salsa BBQ Promos T Texas Honey 510 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
26020,Salsa Promos Barbacoa Original 510 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
26021,SALSA PROMOS BBQ PICANTE 510G,abarrotes,aderezos,,,unmatched,False,,,,,,
30315,Salsa Kenko de Ajo 1 L,abarrotes,aderezos,,,unmatched,False,,,,,,
30408,Mostaza Cepera Amarilla 375 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30409,Mostaza Cepera Con Miel 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30411,Salsa Cepera Pimienta Chipotle 60 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
30412,Salsa Cepera Pimienta Calabres 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
30413,Salsa Cepera Pimienta Extra Forte Roja 60 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
30415,Salsa Cepera Pimienta Habanero 60 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
30416,Ketchup Cepera 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30454,Salsa La Costeña Roja Taquera 450 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30469,Mayonesa Real 500 cm,abarrotes,aderezos,,,unmatched,False,,,,,,
30470,Mayonesa Real 1000 cm,abarrotes,aderezos,,,unmatched,False,,,,,,
30471,Ketchup Real 1000 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30472,Salsa Kris Golf 200 cm,abarrotes,aderezos,,,unmatched,False,,,,,,
30572,Mayonesa Fugini Original 180 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30573,Mayonesa Fugini Original 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30574,Mostaza Fugini Original 180 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30575,Ketchup Fugini Original 180 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30578,Ketchup Fugini Original 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
30593,Salsa Barbacoa Cepera 3.5 kg,abarrotes,aderezos,,,unmatched,False,,,,,,
30600,SALSA PROMOS LUISIANA HOT 12 OZ,abarrotes,aderezos,,,unmatched,False,,,,,,
30602,Salsa Colgin Hickory Smoke 16 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
30751,Pack Salsa Cepera Bbq + Extracto de Tomate,abarrotes,aderezos,,,unmatched,False,,,,,,
31002,Salsa Cepera Picante Sriracha 270 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
31120,Mayonesa Kris Con Ajo 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
31150,Pack Salsa Cepera Mayonesa Ketchup 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
31530,Salsa Molho Stella d Oro Pimienta 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
35791,Mostaza Brixy 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
35792,Mostaza Brixy 500 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
35793,Ketchup Brixy 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
35794,Ketchup Brixy 500 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
35795,Mayonesa Brixy 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
35796,Mayonesa Brixy 500 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
35797,Mayonesa Brixy 1000 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
35798,Salsa Brixy Golf 200 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
35799,Salsa Brixy Golf 500 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
37341,Salsa Ceaser Country Barn 16 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
40467,Ketchup Real 500 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
48658,Mostaza Kris 184 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
48666,Mostaza Kris 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
48674,Mostaza Kris 4 kg,abarrotes,aderezos,,,unmatched,False,,,,,,
48704,Ketchup Kris 410 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
48720,Ketchup Kris 4 kg,abarrotes,aderezos,,,unmatched,False,,,,,,
61719,Mayonesa Hellmanns Clasica 320 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
77178,Salsa Kris Churrasco Kriolla 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
82414,Ketchup Kris Pomo 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100004,Ketchup Hunts 907 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100005,Ketchup Hunts 567 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100021,Salsa Hellmann Barbacoa 500 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100042,Salsa Kris Churrasco Kriolla 90 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100045,Salsa Kris Mani Kriolla 90 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100074,Llajua Kris Roja Kriolla 90 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100078,Salsa Palmito Palmidip Chipotle 190 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100079,Salsa Palmito Palmidip Cebolla 190 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100080,Salsa Pamito Palmidip Queso 190 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100265,Mostaza Cepera Amarilla 870 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100350,Salsa Brixy Golf 350 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
100364,Ketchup Cepera Original 1000 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100678,Salsa McCormick Picante Buffalo 148 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
100723,Salsa Molho Kenko Ingles 1000 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
100835,Salsa B&R Nacho 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100836,Salsa B&R Agridulce Barbacoa 270 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
100987,Salsa Cepera Pimienta Extra Fuerte 270 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
100988,Salsa Cepera Pimienta Habanero 270 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
100992,Salsa Cepera Pimienta Chipotle 270 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
101672,Llajua B&R Panchitera 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
101673,Llajua B&R Churrasquera Super Picante 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
107717,Ketchup Zaeli 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
110435,Salsa Zaeli De Aji Picante 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
117031,Ketchup Promos 15 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
120717,Ketchup Brixy Tipo Americano 280 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
120718,Salsa Brixy Tartara 250 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
120720,Llajua Brixy Verde 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
120726,Llajua Brixy Roja 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
129608,Salsa B&R Hamburguesa 250 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
181710,Salsa Hot Promos 6 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
181711,Salsa Promos Buffalo Wing Chicken 12 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
201778,Mayonesa Kris Picante 230 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
202167,Salsa McCormick de Ajo 148 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
202170,Salsa Mc Cormick Teriyaki 148 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
202175,Salsa McCormick Inglesa 148 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
206782,Salsa Llajua La Propia 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
206784,Salsa Llajua La Unica 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
206785,Salsa Sofar Pico de Gallo 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
207795,Ketchup Kris Americano 410 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
207797,Mayonesa Kris Pincante 380 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
217133,Mostaza Zaeli Tradicional 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
217138,Salsa Zaeli Barbacoa 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
226700,Mostaza French Spicy Brown 12 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
241813,Salsa Ricos Cheese Para Nachos 99 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
248482,Salsa B&R Pesto Pastas 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
248483,Salsa B&R Pizza 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
248780,Salsa B&R Alfredo 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
248781,Salsa B&R Bolognesa con Carne 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
270450,Salsa Kris Picante 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
270454,Salsa Kris Golf Original 380 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
270459,Salsa Kris Barbacoa 430 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
300140,Salsa B&R Miel Y Mostaza 270 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
300141,Salsa B&R Nachos Crema Agria 340 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
300142,Salsa B&R Nachos de Queso 340 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
302333,Salsa Cepera Pimienta Vermelha 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
302600,Salsa Cepera Inglesa 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
302781,Llajua Casa del Camba Picante 180 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
302784,Salsa Casa Del Camba Picante Gallina 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
303275,Mayonesa Hellmanns 237 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
303283,Mayonesa Hellmanns Clasica 950 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
303844,Salsa Soya Cepera 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
304007,Salsa B&R Alitas Picantes 250 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
304167,Salsa Tabasco Chipotle 60 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
305110,Picante de Aji Colorado B&R Foods 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
316778,Salsa B&R Nachos Picante 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
316779,Salsa B&R Nachos Cilantro 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
316814,Mostaza Kris 1000 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
316822,Mayonesa Kris 1000 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
316830,Ketchup Kris 1000 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
320170,Salsa B&R Jalapenos 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
321176,Salsa Brixy Barbecue 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
325538,Salsa Tabasco Habanero 60 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
328319,Salsa Soya Lkk Mariscos 410 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
332151,Mayonesa Kriss 380 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
333287,Mostaza Brixy 1000 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
336750,Salsa La Costeña Chile Chipotle 145 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
336947,Salsa La Costeña Casera Mexicana 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
337358,Salsa La Costeña Verde Mexicana 220 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
337374,Salsa La Costeña Picante 140 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
352934,Salsa Herdez Chipotle 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
356890,Salsa B&R Tuco Goumet 360 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
359541,Salsa Cesar Light B&R 270 Gr,abarrotes,aderezos,,,unmatched,False,,,,,,
365411,Salsa Brixy Taquera 370 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
368369,Mayonesa Kris 3650 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
369041,Salsa Molho De Pimienta Bravo Original 60 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
370157,Salsa Ricos Nacho Cheddar 425 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
382078,Salsa Tabasco Roja Picante 2 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
388711,Salsa Brixy Golf 1000 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
393240,Ketchup Del Valle 410 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
393632,Salsa Ocean Spray Cranberry Rosada 397 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
411877,Mostaza Cepera Tipo Dijon 190 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
412878,Salsa Cepera Hamburguesa 190 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
427365,Salsa Brixy Caesar 250 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
427373,Salsa Brixy Ranch 250 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
427381,Salsa Brixy Italian 250 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
427390,Salsa Brixy Picante 250 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
438120,Mayonesa Kriss Pomo 175 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
440051,Mostaza Frenchs Classic Yellow 226 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
455288,Mayonesa Mayodan Suave 500 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
456545,Salsa Molho Predilecta Pimienta 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
469009,Ketchup Kris Picante 410 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
471330,Salsa Hunts BBQ Hickory 510 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
477656,Salsa La Costeña Verde 450 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
477664,Salsa La Costeña Ranchera 450 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
480580,LLajua Bloch Instantanea 40 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
483563,Salsa La Costeña Dip Mild Suave 453 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
483564,Salsa La Costeña Dip Medium Regular 453 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
492515,Salsa Molho De Pimienta Kenko 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
492531,Salsa Molho Kenko Ingles 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
511166,Llajua Brixy Churrasquera 230 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
511870,Salsa Tabasco Pepper Sauce 150 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
542210,Salsa Tabasco Garlic Pepper 2 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
550187,Salsa Hellmanns Barbacoa 400 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550348,Salsa Cepera Ajo 1 L,abarrotes,aderezos,,,unmatched,False,,,,,,
550349,Salsa Cepera Pimienta 1 L,abarrotes,aderezos,,,unmatched,False,,,,,,
550350,Salsa Cepera Inglesa 1 L,abarrotes,aderezos,,,unmatched,False,,,,,,
550351,Salsa Cepera Barbacoa 1 L,abarrotes,aderezos,,,unmatched,False,,,,,,
550483,Salsa Mexicana Jukur 330 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550486,Llajwa Jukur Parrillera 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550608,Salsa Herdez Guacamole Picante 440 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550609,Salsa Herdez Guacamole Picante 240 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550610,Salsa Herdez Guacamole 445 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550652,Salsa Cepera Teriyaki 270 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550844,Salsa La Parmesana Habanero Medio 180 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550845,Salsa La Parmesana Cheddar 300 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550846,Mostaza La Parmesana Tradicional 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550847,Mostaza La Parmesana Con Miel 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550848,Salsa La Parmesana Barbacoa 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550849,Salsa La Parmesana Provenzal 300 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550851,Salsa Parmesana Picante Jalapeno 180 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550852,Salsa Chimichurri La Parmesana Sin Sal 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550853,Salsa La Parmesana Criolla 300 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550854,Salsa La Parmesana Cesar 300 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550855,Mostaza La Parmesana Suave 300 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550856,Salsa Chimichurri La Parmesana 300 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550857,Salsa Chimichurri La Parmesana Ahumado 300 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550867,Salsa La Parmesana Picante Cayena 180 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
550880,Salsa Herdez Guacamole 907 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550881,Salsa Herdez Avocado Dip Mild 425 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550932,Salsa Ajimadre Picante Locoto 136 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550933,Salsa Ajimadre Picante Piña Aji Colorado,abarrotes,aderezos,,,unmatched,False,,,,,,
550934,Salsa Picante Ajimadre Camba Ulupica 136 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
550935,Salsa Picante Ajimadre Achachairu 136 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551242,Mayonesa Kraft Avocado Oil 354 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
551523,Salsa Tabasco Sriracha 256 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
551603,Llajua Kris Quirquina Kriolla 90 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551639,Salsa Kikkoman Wasabi 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551640,Salsa Kikkoman Naranja 250 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551642,Salsa Kikkoman Chile 210 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551689,Mayonesa Kraft Mayodeli 700 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551690,Mayonesa Kraft Mayodeli 350 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551691,Mayonesa Kraft Mayodeli 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551960,Ketchup Buffalo Picante 260 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551962,Salsa Buffalo Jalapeño 260 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551963,Salsa Buffalo Mostaza Picante 240 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551964,Salsa Buffalo Habanero 260 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551965,Salsa Buffalo Sriracha 260 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551966,Salsa Buffalo Barbacoa Picante 260 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
551992,Salsa La Costeña Casera Mexicana 450 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
552144,Salsa Barbacoa Lamor Cerdo 350 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
552492,PACK KETCHUP DEL VALLE SAN JUAN,abarrotes,aderezos,,,unmatched,False,,,,,,
552671,Salsa Kris Golf Ahumada 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
552674,Mayonesa Kris Ahumada 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
552675,Mostaza Miel Kris 200 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
552776,Salsa Hunts BBQ Original 510 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
553380,PASTA LLAJWA RINCON MADERAS FCO 210ML,abarrotes,aderezos,,,unmatched,False,,,,,,
553381,SALSA ULUPICAS MANGO RINCON MADERAS FCO,abarrotes,aderezos,,,unmatched,False,,,,,,
553382,SALSA R MADERAS TERIYAKI D ULUPICAS 55ML,abarrotes,aderezos,,,unmatched,False,,,,,,
565245,Mayonesa Hellmanns Clasica 475 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
566373,Ketchup Del Valle Picante 410 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
569909,Mayonesa Mayodan Suave 1 kg,abarrotes,aderezos,,,unmatched,False,,,,,,
587052,Mostaza French Classic Yellow 14 oz,abarrotes,aderezos,,,unmatched,False,,,,,,
588547,Mostaza Brixy Especial 260 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
591026,Salsa Le Mayen de Lechuga 320 ml,abarrotes,aderezos,,,unmatched,False,,,,,,
593762,Salsa Promos Bbq Hickory 510 gr,abarrotes,aderezos,,,unmatched,False,,,,,,
