id_producto,producto,categoria,subcategoria
1779,Te Carmencita Jengibre Miel 10 Sobres,Abarrotes,Café y Sucedáneos
1792,Te Carmencita Jengibre Curcuma Canela 10 Sobres,Abarrotes,Café y Sucedáneos
1795,Sazonador Carmencita Chimichurri 27 gr,Abarrotes,Condimentos y Legumbres
1799,Alimento Pedigree Senior 3 kg,Abarrotes,Mascotas
1800,Alimento Pedigree Senior 1.5 kg,Abarrotes,Mascotas
1801,Papa La Mejicana Picante 200 gr,Abarrotes,Snack
1802,Edulcorante  En Linea Liquido con Stevia 180 ml,Abarrotes,Dietéticos y Saludables
1820,Pipoca Zaeli Morango 100 gr,Abarrotes,Snack
1825,Vermouth Punt e Mes 750 ml,Bebidas,Licores
1826,Aceite Castaña Granja Verde 1 L,Abarrotes,Básicos
1827,Aceite Castaña Granja Verde 2 L,Abarrotes,Básicos
1831,Sal Bragantina Parrillera Tradicional 500 gr,Abarrotes,Básicos
1832,Sal Bragantina con Ajo 500 gr,Abarrotes,Básicos
1833,Sal Bragantina Chimichurri 500 gr,Abarrotes,Básicos
1834,Sal Bragantina con Pimienta 500 gr,Abarrotes,Básicos
1842,Cafe Iguazu Stick 10 un 1.7 Gr,Abarrotes,Café y Sucedáneos
1843,Cerveza Estrella Galicia 269 ml,Bebidas,Cervezas
1844,Cerveza Prost Dunkel 355 ml,Bebidas,Cervezas
1846,Mermelada Gigante Fresa 330 gr,Abarrotes,"Mermel, Mieles"
1849,Fideo La Suprema Nido 400 gr,Abarrotes,Básicos
1851,Maiz de Pipoca Zaeli Manteiga 100 gr,Abarrotes,Snack
1858,Caldo De Gallina Zaeli Polvo 45 gr,Abarrotes,Básicos
1863,Gomita Fini Uva Acida 80 gr,Abarrotes,Golosinas - Varias
1864,Harina Granja Verde Castaña 500 gr,Abarrotes,Básicos
1867,Vino Hermandad Blend 750 ml,Bebidas,Vinos y Champagne
1870,Chocolate Cobertura Celinda Semiamargo 500 gr,Abarrotes,Repostería
1872,Fideo Divella Ñoquis de Patata,Abarrotes,Básicos
1880,Chocolate Cobertura Celinda Blanco 500 gr,Abarrotes,Repostería
1883,Champagne Mercier Extra Rose 750 ml,Bebidas,Vinos y Champagne
1884,Champagne Mercier Extra Demi Sec 750 ml,Bebidas,Vinos y Champagne
1885,Ajo Carmencita Trozado Molinillo 59 gr,Abarrotes,Condimentos y Legumbres
1887,Sazonador Carmencita Ensalada Vegana 82 gr,Abarrotes,Condimentos y Legumbres
1888,Sazonador Carmencita Picante Tex Mex 72 gr,Abarrotes,Condimentos y Legumbres
1889,Sazonador Carmencita Pescado Marisco 76 gr,Abarrotes,Condimentos y Legumbres
1891,Champagne Mercier Extra Brut 750 ml,Bebidas,Vinos y Champagne
1904,Tequila Corralejo Añejo 1 L,Bebidas,Licores
1905,Tequila Corralejo Reposado 1 L,Bebidas,Licores
1906,Tequila Corralejo Blanco 1 L,Bebidas,Licores
1907,Tequila Corralejo Triple Destilado 750 ml,Bebidas,Licores
1908,Tequila Corralejo 99000 Horas 750 ml,Bebidas,Licores
1909,Tequila Quita Penas Reposado 1 L,Bebidas,Licores
1920,Tripack 2 Gaseosa Coca Cola + 1 Gaseosa Fanta 2.5 L,Bebidas,Gaseosas
1971,Salsa Tabasking Picante Lamor 100 ml,Abarrotes,Aderezos
2194,Gaseosa Coca Cola 1.5 L,Bebidas,Gaseosas
2585,Crema de Leche Nestle 225 gr,Abarrotes,Repostería
2640,Cerelac Nestle 5 Cereales 400 gr,Abarrotes,Nutrición Infantil
2677,Gaseosa Fanta Naranja 3 L,Bebidas,Gaseosas
2718,Durazno al Jugo Norte Light 820 gr,Abarrotes,Frutas en Conserva
3265,Chuleta de Lomo Cerdo Sofia kg,Congelados,Carnes Congeladas
3270,Lomo de Cerdo Sofia Congelado kg,Congelados,Carnes Congeladas
3573,Helado Delizia Paleta Copa Helada,Congelados,"Helados, Cassattas y Picoleses"
3705,Singani Rujero de Guarda 750 ml,Bebidas,Licores
3710,Brownie Pillsbury Mix Chocolate 18.4 oz,Abarrotes,Repostería
3718,Chocolate La Huerta 72% con Nibs 60 gr,Abarrotes,Chocolates y Caramelos
3744,Singani Casa Real Etiqueta Negra 1 L,Bebidas,Licores
3751,Sopa Maggi Pollo Fideo 70 gr,Abarrotes,Básicos
3757,Galleta Costa Frac Menta 264 gr,Abarrotes,Galletas
3760,Sopa Maggi Pollo Arroz 70 gr,Abarrotes,Básicos
3794,Crema Maggi Esparragos 68 gr,Abarrotes,Básicos
3808,Crema Maggi Pollo 72 gr,Abarrotes,Básicos
3824,Crema Maggi Choclo 79 gr,Abarrotes,Básicos
3871,Vino La Curiosa Malbec 750 ml,Bebidas,Vinos y Champagne
3873,Vino La Curiosa Cabernet Sauvignon 750 ml,Bebidas,Vinos y Champagne
3883,Sopa Maggi Caracolitos 75 gr,Abarrotes,Básicos
4795,Atun Sofia Lomito al Agua 170 gr,Abarrotes,Comidas en Conserva
4797,Atun Sofia Lomito al Aceite 170 gr,Abarrotes,Comidas en Conserva
4928,Galleta Ferrari Ghezzi Integral 220 gr,Abarrotes,Galletas
4944,Galleta Ferrari Ghezzi Crakers 200 gr,Abarrotes,Galletas
5003,Ciruela 1 kg,Frutas y Verduras,Frutas
5006,Kaky 1 Kg,Frutas y Verduras,Frutas
5007,Frutilla 1 kg,Frutas y Verduras,Frutas
5008,Grey 1 kg,Frutas y Verduras,Frutas
5011,Guineo Criollo 1 kg,Frutas y Verduras,Frutas
5012,Guineo Oloroso 1 kg,Frutas y Verduras,Frutas
5014,Kiwi 1 kg,Frutas y Verduras,Frutas
5015,Lima 1 kg,Frutas y Verduras,Frutas
5016,Limon Amarillo 1 kg,Frutas y Verduras,Frutas
5017,Limon Verde 1 kg,Frutas y Verduras,Frutas
5021,Manzana Verde 1 kg,Frutas y Verduras,Frutas
5022,Melon Brasilero 1 kg,Frutas y Verduras,Frutas
5023,Carambola 1 kg,Frutas y Verduras,Frutas
5025,Melon Criollo 1 kg,Frutas y Verduras,Frutas
5026,Frijol Carioca Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5028,Mani Pelado Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5030,Naranja Cruceña 1 kg,Frutas y Verduras,Frutas
5031,Mandarina Incore 1 kg,Frutas y Verduras,Frutas
5032,Papaya 1 kg,Frutas y Verduras,Frutas
5035,Mocochinchi Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5036,Piña Criolla 1 kg,Frutas y Verduras,Frutas
5038,Sandia 1 kg,Frutas y Verduras,Frutas
5039,Tamarindo 1 kg,Frutas y Verduras,Temporada
5040,Tumbo 1 kg,Frutas y Verduras,Frutas
5044,Acelga 1 kg,Frutas y Verduras,Verduras
5046,Acelga Tipo Japonesa 1 un,Frutas y Verduras,Verduras
5047,Achojcha 1 kg,Frutas y Verduras,Verduras
5048,Aji Amarillo Seco 1 kg,Frutas y Verduras,Verduras
5049,Aji Rojo Seco 1 kg,Frutas y Verduras,Verduras
5050,Ajo 1 kg,Frutas y Verduras,Verduras
5051,Albahaca 1 kg,Frutas y Verduras,Verduras
5054,Apio 1 kg,Frutas y Verduras,Verduras
5055,Arveja 1 kg,Frutas y Verduras,Verduras
5056,Berenjena Grande 1 kg,Frutas y Verduras,Verduras
5057,Brocoli 1 kg,Frutas y Verduras,Verduras
5059,Carote 1 kg,Frutas y Verduras,Verduras
5060,Camote 1 kg,Frutas y Verduras,Verduras
5062,Cebolla Blanca 1 kg,Frutas y Verduras,Verduras
5063,Cebollin 1 kg,Frutas y Verduras,Verduras
5064,Cebolla Roja 1 kg,Frutas y Verduras,Verduras
5065,Choclo Cochabambino Con Chala 1 kg,Frutas y Verduras,Verduras
5067,Coliflor 1 kg,Frutas y Verduras,Verduras
5068,Uva Blanca Criolla 1 kg,Frutas y Verduras,Frutas
5069,Cilantro 1 kg,Frutas y Verduras,Verduras
5070,Galleta Ferrari Navideña Surtida 700 gr,Abarrotes,Galletas
5071,Espinaca 1 kg,Frutas y Verduras,Verduras
5072,Habas 1 kg,Frutas y Verduras,Verduras
5073,Hierba Buena 1 kg,Frutas y Verduras,Verduras
5075,Jengibre 1 kg,Frutas y Verduras,Verduras
5077,Lechuga Escarola 1 kg,Frutas y Verduras,Verduras
5078,Lechuga Crespa 1 kg,Frutas y Verduras,Verduras
5080,Repollo Corazon 1 kg,Frutas y Verduras,Verduras
5081,Locoto 1 kg,Frutas y Verduras,Verduras
5082,Nabo Morado 1 kg,Frutas y Verduras,Verduras
5083,Oca 1 kg,Frutas y Verduras,Verduras
5084,Oregano Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5085,Palta 1 kg,Frutas y Verduras,Frutas
5086,Aji Jalapeño 1 kg,Frutas y Verduras,Verduras
5087,Papa Harinosa 1 kg,Frutas y Verduras,Verduras
5088,Galleta Ferrari Ghezzi Reservadas 90 gr,Abarrotes,Galletas
5089,Papa Holandesa 1 kg,Frutas y Verduras,Verduras
5090,Papalisa Amarilla 1 kg,Frutas y Verduras,Verduras
5091,Papalisa Rosada 1 kg,Frutas y Verduras,Verduras
5093,Pepino 1 kg,Frutas y Verduras,Verduras
5094,Perejil 1 kg,Frutas y Verduras,Verduras
5095,Pimenton Rojo 1 kg,Frutas y Verduras,Verduras
5097,Puerro 1 kg,Frutas y Verduras,Verduras
5098,Platano De Freir 1 kg,Frutas y Verduras,Verduras
5099,Quirquiña 1 kg,Frutas y Verduras,Verduras
5101,Remolacha 1 kg,Frutas y Verduras,Verduras
5102,Repollo Morado 1 kg,Frutas y Verduras,Verduras
5103,Repollo Verde 1 kg,Frutas y Verduras,Verduras
5104,Tomate Manzana 1 kg,Frutas y Verduras,Verduras
5105,Tomate Pera 1 kg,Frutas y Verduras,Verduras
5106,Vainita 1 kg,Frutas y Verduras,Verduras
5107,Yuca 1 kg,Frutas y Verduras,Verduras
5108,Zanahoria 1 kg,Frutas y Verduras,Verduras
5109,Zapallito Relleno 1 kg,Frutas y Verduras,Verduras
5110,Zapallo Rojo 1 kg,Frutas y Verduras,Verduras
5111,Zapallo 1 kg,Frutas y Verduras,Verduras
5113,Pimenton Verde 1 kg,Frutas y Verduras,Verduras
5114,Avena Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5115,Papa Gourmet 1 kg,Frutas y Verduras,Verduras
5118,Galleta Ferrari Merenguitas 100 gr,Abarrotes,Galletas
5119,Arvejas Fresca Desgranada kg,Granos y Hortalizas,Hortalizas Delifresh
5120,Cupuazu kg,Frutas y Verduras,Frutas
5121,Rucula 1 kg,Frutas y Verduras,Gourmet
5123,Habas Fresca Desgranadas kg,Granos y Hortalizas,Hortalizas Delifresh
5126,Galleta Ferrari Ghezzi Merenguitas 50 gr,Abarrotes,Galletas
5127,Maracuya 1 kg,Frutas y Verduras,Frutas
5129,Pera Packham 1 kg,Frutas y Verduras,Frutas
5132,Cebolla Fresca en Cubo kg,Granos y Hortalizas,Hortalizas Delifresh
5134,Manzana Roja 1 kg,Frutas y Verduras,Frutas
5135,Arveja China 1 kg,Frutas y Verduras,Verduras
5136,Kinoto kg,Frutas y Verduras,Frutas
5139,Ensalada Tipo Rusa kg,Granos y Hortalizas,Hortalizas Delifresh
5140,Wacataya 1 kg,Frutas y Verduras,Verduras
5141,Hongos Secos Boletus 50 gr,Frutas y Verduras,Verduras
5143,Hoja de Laurel Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5147,Canela en Rama Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5151,Mix Carbonada kg,Granos y Hortalizas,Hortalizas Delifresh
5153,Cebolla Blanca en Rodajas 1 kg,Granos y Hortalizas,Hortalizas Delifresh
5154,Choclo Fresco Desgranado kg,Granos y Hortalizas,Hortalizas Delifresh
5156,Zanahoria Picada kg,Granos y Hortalizas,Hortalizas Delifresh
5157,Ensalada Repollo Zanahoria kg,Granos y Hortalizas,Hortalizas Delifresh
5158,Yuca Pelada kg,Granos y Hortalizas,Hortalizas Delifresh
5160,Brote de Alfa 1 un,Frutas y Verduras,Verduras
5163,Zanahoria Vainita Picada kg,Granos y Hortalizas,Hortalizas Delifresh
5164,Mix de Verduras kg,Granos y Hortalizas,Hortalizas Delifresh
5165,Maiz Mote Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5166,Trigo Pelado Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5167,Frijol Negro Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5168,Quinua Real Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5171,Frijol Cumandita Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5173,Durazno Criollo 1 kg,Frutas y Verduras,Temporada
5175,Triguillo Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5177,Limon Tipo Italiano 1 kg,Frutas y Verduras,Frutas
5178,Garbanzo Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5179,Calabacin 1 kg,Frutas y Verduras,Verduras
5180,Linaza Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5181,Limon Mandarina 1 kg,Frutas y Verduras,Frutas
5183,Nabo Blanco 1 kg,Frutas y Verduras,Verduras
5184,Zapallo Picado kg,Granos y Hortalizas,Hortalizas Delifresh
5187,Cebollita Verde 1 kg,Frutas y Verduras,Verduras
5188,Mix Estofado kg,Granos y Hortalizas,Hortalizas Delifresh
5190,Frijol Blanco Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5191,Manzanilla Hiperamxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5192,Col 1 kg,Frutas y Verduras,Verduras
5195,Pachio 1 kg,Frutas y Verduras,Frutas
5196,Pimenton Amarillo 1 kg,Frutas y Verduras,Verduras
5199,Uva Rosada Criolla 1 kg,Frutas y Verduras,Frutas
5200,Apio Fresco Picado kg,Granos y Hortalizas,Hortalizas Delifresh
5201,Ajo Pelado 1 Kg,Granos y Hortalizas,Hortalizas Delifresh
5202,Mix Sopa de Verduras kg,Granos y Hortalizas,Hortalizas Delifresh
5203,Frijol Cuarenton Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5205,Maiz de Somo Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5206,Api Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5207,Aji Peruano kg,Frutas y Verduras,Verduras
5208,Aji Camba 1 kg,Frutas y Verduras,Verduras
5209,Chuño Blanco 1 kg,Frutas y Verduras,Verduras
5212,Tomate Cherry 1 kg,Frutas y Verduras,Verduras
5213,Frangollo Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5216,Mix Caldo Para Bebe kg,Granos y Hortalizas,Hortalizas Delifresh
5217,Linaza en Polvo Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5220,Flor de Jamaica 1 kg,Frutas y Verduras,Frutas
5224,Clavo de Olor Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5226,Soya Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5228,Brote De Soya 1 kg,Frutas y Verduras,Verduras
5229,CP ARANDANO ANDEAN BLUEBERRIES 125 G,Frutas y Verduras,Gourmet
5230,Curcuma 1 kg,Frutas y Verduras,Verduras
5231,Rabano 1 kg,Frutas y Verduras,Verduras
5235,Chuño Negro 1 kg,Frutas y Verduras,Verduras
5236,Esparragos 1 kg,Frutas y Verduras,Verduras
5267,Lechuga La Fuente Baby 1 kg,Frutas y Verduras,Gourmet
5268,Lechuga La Fuente Batavia Roja 1 kg,Frutas y Verduras,Gourmet
5269,Lechuga La Fuenta Hoja Roble Morado kg,Frutas y Verduras,Gourmet
5270,Lechuga La Fuente Hoja Roble Verde 1 kg,Frutas y Verduras,Gourmet
5271,Lechuga La Fuente Manteca 1 kg,Frutas y Verduras,Gourmet
5272,Lechuga La Fuente Romana Verde 1 kg,Frutas y Verduras,Gourmet
5273,Arandanos Deshidratado Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5290,Fideo Ferrari Fetuccini 400 gr,Abarrotes,Básicos
5294,Pimenton Rojo Quinta Manantial 1 kg,Frutas y Verduras,Gourmet
5298,Tomate Manzana Quinta Manantial 1 kg,Frutas y Verduras,Gourmet
5312,Fideo Ferrari Spaguetti 400 gr,Abarrotes,Básicos
5314,Aji Jalapeño Quinta Manantial 1 kg,Frutas y Verduras,Gourmet
5330,CP LECHUGA CRESPA HIDRO MANANTIAL 1 UND,Frutas y Verduras,Gourmet
5343,Pepinillos Quinta Manantial 1 kg,Frutas y Verduras,Gourmet
5355,Lasaña Ferrari 200 gr,Abarrotes,Básicos
5356,Tomate Cherry Quinta Manantial 1 kg,Frutas y Verduras,Gourmet
5363,Fideo Ferrari Cabello de Angel 200 gr,Abarrotes,Básicos
5398,Fideo Ferrari Tallarin Especial 400 gr,Abarrotes,Básicos
5409,Aji Casa Loma Mix 1 un,Frutas y Verduras,Gourmet
5412,Albahaca Casa Loma 1 un,Frutas y Verduras,Gourmet
5418,Ciboulettes Casa Loma 1 un,Frutas y Verduras,Gourmet
5419,Ciboulettes Casa Loma Ajo 1 un,Frutas y Verduras,Gourmet
5423,Espinaca Casa Loma 1 un,Frutas y Verduras,Gourmet
5430,Lechuga Casa Loma Mezclum 1 un,Frutas y Verduras,Gourmet
5438,Menta Casa Loma 1 un,Frutas y Verduras,Gourmet
5448,Rucula Casa Loma 1 un,Frutas y Verduras,Gourmet
5451,Tomillo Casa Loma 1 un,Frutas y Verduras,Gourmet
5472,Palta Hass 1 kg,Frutas y Verduras,Temporada
5491,Maiz para Tujure Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5512,Almendra Entera Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5513,Almendra Española Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5514,Almendra Paritda Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5515,Castaña de Caju Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5516,Nuez Pelada Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5521,Lechuga Valle Verde Mixta 1 un,Frutas y Verduras,Gourmet
5522,Lechuga Valleverde Crespa 1 un,Frutas y Verduras,Gourmet
5523,Lechuga Valleverde Suiza 1 un,Frutas y Verduras,Gourmet
5524,Lechuga Valleverde Senorita 1 un,Frutas y Verduras,Gourmet
5525,Ensalada Valleverde Boliviana 1 un,Frutas y Verduras,Gourmet
5526,Ensalada Valleverde Italiana 1 un,Frutas y Verduras,Gourmet
5535,Champiñones Da Mush 1 un,Frutas y Verduras,Gourmet
5537,Hongos Secos Boletus 100 gr,Frutas y Verduras,Verduras
5547,Uvas Pasas Hipermaxi kg,Granos y Hortalizas,Fraccionados Hipermaxi
5549,Manzana Criolla 1 kg,Frutas y Verduras,Frutas
5561,Uva Blanca Importada 1 kg,Frutas y Verduras,Frutas
5563,Uva Rosada Importada 1 kg,Frutas y Verduras,Frutas
5572,Budin Casero Delifresh,Granos y Hortalizas,Postres Delifresh
5573,Budin de Chocolate Delifresh,Granos y Hortalizas,Postres Delifresh
5574,Budin Fantasia Delifresh,Granos y Hortalizas,Postres Delifresh
5580,Gelatina de Cereza Delifresh,Granos y Hortalizas,Postres Delifresh
5583,Gelatina de Pata Delifresh,Granos y Hortalizas,Postres Delifresh
5585,Arroz Con Leche Delifresh,Granos y Hortalizas,Postres Delifresh
5586,Tujure de Maiz Delifresh,Granos y Hortalizas,Postres Delifresh
5588,Sandwich Delifresh Atun Triple,Granos y Hortalizas,Sandwiches Delifresh
5589,Sandwich Delifresh Milanesa,Granos y Hortalizas,Sandwiches Delifresh
5591,Sandwich Delifresh Pollo,Granos y Hortalizas,Sandwiches Delifresh
5593,Sandwich Delifresh Integral Triple,Granos y Hortalizas,Sandwiches Delifresh
5595,Sandwich Delifresh Pollo Triple,Granos y Hortalizas,Sandwiches Delifresh
5597,Sandwich Delifresh Mixto Triple,Granos y Hortalizas,Sandwiches Delifresh
5605,Menta 1 kg,Frutas y Verduras,Verduras
5632,Mix Chorrellana Quinta Manantial 1 un,Frutas y Verduras,Gourmet
5633,Mix Pico Gallo Quinta Manantial 1 un,Frutas y Verduras,Gourmet
5634,Uva Blanca Sin Semilla 1 kg,Frutas y Verduras,Frutas
5642,Eucalipto 1 kg,Frutas y Verduras,Verduras
5644,Tres Leche Delifresh,Granos y Hortalizas,Postres Delifresh
5726,Asadito Criollo Hipermaxi 360 gr,Granos y Hortalizas,Derivados Hipermaxi
5727,Lasaña de Carne Hipermaxi 400 gr,Granos y Hortalizas,Derivados Hipermaxi
5731,Pastel de Choclo Hipermaxi 400 gr,Granos y Hortalizas,Derivados Hipermaxi
5758,Maiz Dulce Pelado 1 kg,Frutas y Verduras,Verduras
5788,Arroz Popular Hipermaxi 1 kg,Granos y Hortalizas,Fraccionados Hipermaxi
5791,Arroz Estaquilla Hipermaxi 1 kg,Granos y Hortalizas,Fraccionados Hipermaxi
5795,Lenteja Hipermaxi 400 gr,Granos y Hortalizas,Fraccionados Hipermaxi
5796,Lenteja Hipermaxi 800 gr,Granos y Hortalizas,Fraccionados Hipermaxi
5797,Trigo Pelado Hipermaxi 400 gr,Granos y Hortalizas,Fraccionados Hipermaxi
5877,Tripack Brixy San Juan Pomos,Abarrotes,Temporada
6715,Mostaza Taste Zero 350 gr,Abarrotes,Aderezos
6716,Mayonesa Taste Zero 335 gr,Abarrotes,Aderezos
6717,Ketchup Taste Zero 350 gr,Abarrotes,Aderezos
6720,Salsa Taste Barbecue Zero 350 gr,Abarrotes,Aderezos
6729,Salsa Taste Postre Chocolate Avellana 335 gr,Abarrotes,Repostería
6735,Aceite De Soya Selecto 900 ml,Abarrotes,Básicos
6736,Aceite De Soya Selecto 1800 ml,Abarrotes,Básicos
6737,Aceite De Soya Inolsa 2 L,Abarrotes,Básicos
6744,Nectar Frush Tamarindo 2 L,Bebidas,"Jugos, Néctar"
6748,Energizante Ciclon Berry 500 ml,Bebidas,Energizantes
6753,Isotonico Activade Frutilla 600 ml,Bebidas,Isotónicos
6754,Isotonico Activade Frambuesa 600 ml,Bebidas,Isotónicos
6778,Palmighetti De La Selva 400 gr,Abarrotes,Verduras en Conserva
6788,Agua Vital Sin Gas 6 L,Bebidas,Aguas
6819,Papa Lays Ondas Picantes 150 gr,Abarrotes,Snack
6878,Pate de Trucha Titikaka Ahumada 100 gr,Abarrotes,Comidas en Conserva
7197,Fernet Paolo Lazzaroni Italia 750 ml,Bebidas,Licores
7795,Pack Vino Kohlberg Blend 750 ml + Copa,Bebidas,Vinos y Champagne
7817,Arroz Caisy Favorito 10 kg,Abarrotes,Básicos
