id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio
2194,8.3,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,8.5,-0.0235,8.5,-0.0235,,
2585,29,29,0,24.5,0.184,24.5,0.184,24.5,0.184,24.5,0.184,19.8,0.465,19.8,0.465,16.5,0.758,16.5,0.758
2640,97,97,0,72,0.347,72,0.347,72,0.347,54.5,0.78,54.5,0.78,54.5,0.78,39,1.49,39,1.49
2677,18,18,0,18,0,18,0,18,0,18,0,16,0.125,16,0.125,16,0.125,16,0.125
2718,26,26,0,26,0,26,0,26,0,26,0,24.5,0.0612,20.5,0.268,20.5,0.268,20.5,0.268
3265,47,47,0,47,0,47,0,47,0,49,-0.0408,40.9,0.149,40.5,0.16,44,0.0682,29.5,0.593
3270,68.5,68.5,0,68.5,0,68.5,0,68.5,0,72,-0.0486,59.5,0.151,58.5,0.171,68,0.00735,59,0.161
3705,,,,,,,,,,,,,,,,,,,
3710,52,52,0,51.5,0.00971,51.5,0.00971,,,40,0.3,,,,,40,0.3,40,0.3
3718,,,,,,,,,,,,,,,,,,,
3744,95,95,0,92,0.0326,92,0.0326,92,0.0326,92,0.0326,92,0.0326,92,0.0326,80,0.188,85,0.118
3751,18.2,18.2,0,13.3,0.368,13.3,0.368,13.3,0.368,13.3,0.368,10.7,0.701,10.7,0.701,9.2,0.978,7.9,1.3
3757,21,21,0,23.7,-0.114,23.7,-0.114,23.7,-0.114,23.7,-0.114,19,0.105,16,0.312,14.5,0.448,14.2,0.479
3760,10.7,10.7,0,10.7,0,10.7,0,10.7,0,10.7,0,10.7,0,10.7,0,9.2,0.163,7.9,0.354
3794,,,,,,,,,,,,,,,,,,,
3808,13.9,13.9,0,13.9,0,13.9,0,13.9,0,13.9,0,13.9,0,13.9,0,11.7,0.188,9.7,0.433
3824,19.5,19.5,0,16.3,0.196,16.3,0.196,16.3,0.196,16.3,0.196,13.9,0.403,13.9,0.403,11.7,0.667,9.8,0.99
3871,88,88,0,88,0,88,0,88,0,78,0.128,78,0.128,78,0.128,78,0.128,78,0.128
3873,,,,,,,,,,,,,,,,,,,
3883,18.2,18.2,0,13.3,0.368,13.3,0.368,13.3,0.368,13.3,0.368,11.5,0.583,11.5,0.583,11.5,0.583,7.8,1.33
4795,28,28,0,28,0,28,0,28,0,28,0,23.5,0.191,23.5,0.191,17.8,0.573,17.5,0.6
4797,29,29,0,29,0,29,0,29,0,29,0,23.5,0.234,23.5,0.234,17.8,0.629,17.5,0.657
4928,10.3,10.3,0,10.3,0,10.3,0,10.3,0,10.3,0,9.2,0.12,9.2,0.12,9.2,0.12,9.2,0.12
4944,10.3,10.3,0,,,10.3,0,10.3,0,10.3,0,9.2,0.12,9.2,0.12,9.2,0.12,9.2,0.12
5003,49,49,0,49,0,49,0,49,0,49,0,49,0,49,0,21,1.33,39.9,0.228
5006,45,45,0,45,0,45,0,45,0,30,0.5,21.9,1.05,21.9,1.05,,,,
5007,49,49,0,49,0,49,0,49,0,39,0.256,39,0.256,39,0.256,29,0.69,35,0.4
5008,4,4,0,4,0,4,0,4,0,6,-0.333,6,-0.333,6,-0.333,12.5,-0.68,6.5,-0.385
5009,,,,,,,,,,,,,,,,,,,
5011,14.5,14.5,0,14.5,0,14.5,0,14.5,0,12,0.208,10.9,0.33,10.9,0.33,10.9,0.33,10.9,0.33
5012,9,9,0,9,0,9,0,9,0,5.2,0.731,5.2,0.731,4.3,1.09,3.6,1.5,6.5,0.385
5014,55,55,0,55,0,55,0,55,0,45,0.222,45,0.222,45,0.222,45,0.222,35,0.571
5015,6,6,0,6,0,6,0,6,0,5,0.2,5,0.2,6,0,9,-0.333,6.4,-0.0625
5016,11.1,11.1,0,11.1,0,11.1,0,11.1,0,8,0.387,6.5,0.708,6.5,0.708,10.5,0.0571,16,-0.306
5017,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,21,-0.786
5021,35,35,0,35,0,35,0,35,0,33.5,0.0448,32.5,0.0769,29.5,0.186,26.5,0.321,25,0.4
5023,15,15,0,15,0,15,0,15,0,15,0,12.9,0.163,12.9,0.163,12.9,0.163,12.9,0.163
5025,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6.5,0.154,6.5,0.154,6.5,0.154,6.5,0.154,5.9,0.271
5026,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,22.5,-0.0444,,
5028,40,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
5030,5.5,5.5,0,5.5,0,5.5,0,5.5,0,6.5,-0.154,6.5,-0.154,6.5,-0.154,5.8,-0.0517,6.5,-0.154
5031,5.9,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,9.5,-0.379,7.5,-0.213,7.5,-0.213
5032,5,5,0,5,0,5,0,5,0,5,0,4.5,0.111,9.5,-0.474,11,-0.545,6.5,-0.231
5035,65,65,0,65,0,65,0,65,0,65,0,65,0,65,0,60,0.0833,60,0.0833
5036,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6.5,0.154,8,-0.0625,11,-0.318,7.5,0,6.5,0.154
5038,6,6,0,6,0,6,0,6,0,4.9,0.224,4.5,0.333,3.5,0.714,2.8,1.14,4.9,0.224
5039,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0
5040,29,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,16.9,0.716
5044,21,21,0,21,0,21,0,21,0,21,0,14,0.5,18.5,0.135,16.5,0.273,6,2.5
5046,19,19,0,19,0,19,0,19,0,19,0,19,0,22,-0.136,22,-0.136,12.9,0.473
5047,10,10,0,10,0,10,0,10,0,15,-0.333,15,-0.333,15,-0.333,6,0.667,8.5,0.176
5048,95,95,0,95,0,95,0,95,0,95,0,95,0,95,0,85,0.118,85,0.118
5049,95,95,0,95,0,95,0,95,0,95,0,95,0,95,0,65,0.462,65,0.462
5050,85,85,0,85,0,85,0,85,0,85,0,80,0.0625,55,0.545,55,0.545,75,0.133
5051,40,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
5053,30,30,0,30,0,30,0,30,0,30,0,,,,,,,,
5054,11,11,0,11,0,11,0,11,0,11,0,11,0,11,0,9,0.222,5,1.2
5055,29,29,0,29,0,29,0,29,0,29,0,19,0.526,17,0.706,11,1.64,17,0.706
5056,10.5,10.5,0,10.5,0,10.5,0,10.5,0,9.5,0.105,5,1.1,9,0.167,5,1.1,10.5,0
5057,25,25,0,25,0,25,0,25,0,22,0.136,19,0.316,19,0.316,19,0.316,11.5,1.17
5059,7,7,0,7,0,7,0,7,0,7,0,5.5,0.273,5.5,0.273,5.5,0.273,5.5,0.273
5060,18,18,0,18,0,18,0,18,0,8,1.25,8,1.25,12.5,0.44,12.5,0.44,10.9,0.651
5062,15,15,0,15,0,15,0,15,0,15,0,14,0.0714,9,0.667,4.5,2.33,4,2.75
5063,14,14,0,14,0,14,0,14,0,14,0,14,0,14,0,7,1,6,1.33
5064,15,15,0,15,0,15,0,15,0,14,0.0714,14,0.0714,8,0.875,3.9,2.85,3.5,3.29
5065,17.1,17.1,0,17.1,0,17.1,0,17.1,0,13,0.315,9,0.9,12.5,0.368,10.5,0.629,13,0.315
5067,21,21,0,21,0,21,0,21,0,21,0,19,0.105,17.5,0.2,17.5,0.2,9.5,1.21
5068,67,67,0,67,0,67,0,,,54,0.241,39,0.718,,,,,29,1.31
5069,60,60,0,60,0,60,0,60,0,50,0.2,35,0.714,40,0.5,40,0.5,40,0.5
5070,,,,,,,,,,,,,,,,,,,
5071,23,23,0,23,0,23,0,23,0,23,0,18,0.278,22,0.0455,18,0.278,10,1.3
5072,23,23,0,23,0,23,0,23,0,12,0.917,12,0.917,10,1.3,13,0.769,9.5,1.42
5073,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
5075,25,25,0,25,0,25,0,25,0,25,0,25,0,50,-0.5,50,-0.5,24,0.0417
5077,20,20,0,20,0,20,0,20,0,19,0.0526,16.5,0.212,16.5,0.212,16.5,0.212,8,1.5
5078,20,20,0,20,0,20,0,20,0,19,0.0526,16.5,0.212,16.5,0.212,16.5,0.212,8,1.5
5080,15,15,0,15,0,15,0,15,0,13,0.154,9,0.667,9,0.667,6,1.5,6,1.5
5081,48,48,0,48,0,48,0,48,0,18,1.67,18,1.67,16.5,1.91,10,3.8,20.5,1.34
5082,10,10,0,10,0,10,0,10,0,8.9,0.124,8.9,0.124,8.9,0.124,8.9,0.124,8.9,0.124
5083,11.1,11.1,0,11.1,0,11.1,0,11.1,0,10,0.11,9,0.233,17.5,-0.366,17.5,-0.366,10,0.11
5084,,,,,,,,,,,,,,,,,,,
5085,33,33,0,33,0,33,0,25,0.32,25,0.32,20,0.65,14,1.36,17,0.941,29,0.138
5086,26,26,0,26,0,26,0,26,0,19.9,0.307,19.9,0.307,19.9,0.307,19.9,0.307,19.9,0.307
5087,17.5,17.5,0,17.5,0,17.5,0,17.5,0,10.9,0.606,10.5,0.667,10.5,0.667,10.5,0.667,10.5,0.667
5089,13,13,0,13,0,13,0,13,0,10.9,0.193,10.5,0.238,10.5,0.238,10.5,0.238,10.5,0.238
5090,14,14,0,14,0,14,0,14,0,16.5,-0.152,16.5,-0.152,25,-0.44,25,-0.44,9,0.556
5091,14,14,0,14,0,14,0,14,0,16.5,-0.152,16.5,-0.152,25,-0.44,25,-0.44,9,0.556
5093,7,7,0,7,0,7,0,7,0,5,0.4,4.4,0.591,4.4,0.591,3,1.33,5.9,0.186
5094,29,29,0,29,0,29,0,29,0,29,0,24,0.208,24,0.208,17,0.706,12,1.42
5095,29,29,0,29,0,29,0,29,0,29,0,29,0,29,0,26,0.115,24,0.208
5097,24,24,0,24,0,24,0,24,0,12.5,0.92,12.5,0.92,12.5,0.92,12.5,0.92,12.5,0.92
5098,10,10,0,10,0,10,0,10,0,7,0.429,6,0.667,4,1.5,4,1.5,6,0.667
5099,60,60,0,60,0,60,0,60,0,50,0.2,50,0.2,30,1,30,1,30,1
5101,12.1,12.1,0,12.1,0,12.1,0,12.1,0,9.5,0.274,9.5,0.274,7.5,0.613,7.5,0.613,7,0.729
5102,15,15,0,15,0,15,0,15,0,9,0.667,7.9,0.899,7.9,0.899,7.9,0.899,7.9,0.899
5103,10.1,10.1,0,10.1,0,10.1,0,10.1,0,7.5,0.347,5.5,0.836,4.9,1.06,4.9,1.06,4.9,1.06
5104,12,12,0,12,0,12,0,12,0,14,-0.143,14,-0.143,19,-0.368,10.5,0.143,13.5,-0.111
5105,7.1,7.1,0,7.1,0,7.1,0,7.1,0,8,-0.113,8,-0.113,19,-0.626,6,0.183,6,0.183
5106,17,17,0,17,0,17,0,17,0,14,0.214,9,0.889,10.5,0.619,19,-0.105,13,0.308
5107,5.5,5.5,0,5.5,0,5.5,0,5.5,0,6,-0.0833,6,-0.0833,6.8,-0.191,6.8,-0.191,5,0.1
5108,10,10,0,10,0,10,0,10,0,6,0.667,6,0.667,6.5,0.538,6.5,0.538,4.5,1.22
5109,6,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5.9,0.0169
5110,5.5,5.5,0,5.5,0,5.5,0,5.5,0,4.5,0.222,4.5,0.222,4.5,0.222,4.5,0.222,2.5,1.2
5111,11.1,11.1,0,11.1,0,11.1,0,11.1,0,8.5,0.306,7.5,0.48,3.9,1.85,3.9,1.85,4.1,1.71
5113,15,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,5.5,1.73,9,0.667
5114,,,,,,,,,,,,,,,,,,,
5115,9,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0
5118,10,10,0,10,0,10,0,9.8,0.0204,9.8,0.0204,9.2,0.087,9.2,0.087,9.2,0.087,9.2,0.087
5119,45,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,29,0.552
5120,,,,,,,,,,,,,,,,,,,
5121,40,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
5123,39.5,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0
5126,5.5,5.5,0,,,,,5.5,0,5.5,0,4.7,0.17,4.7,0.17,4.7,0.17,4.7,0.17
5127,20,20,0,20,0,20,0,20,0,17,0.176,17,0.176,17,0.176,23,-0.13,29,-0.31
5129,31,31,0,31,0,31,0,31,0,27.5,0.127,24.5,0.265,22,0.409,22,0.409,22,0.409
5132,29,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0
5134,35,35,0,35,0,35,0,35,0,33.5,0.0448,31.5,0.111,25,0.4,25,0.4,23.5,0.489
5136,,,,,,,,,,,,,,,,,,,
5139,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
5141,,,,,,,,,,,,,,,,,,,
5143,,,,,,,,,,,,,,,,,,,
5147,,,,,,,,,,,,,,,,,,,
5151,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,19.5,0.385
5153,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
5156,24.5,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0
5158,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,11.9,0.513
5160,,,,,,,,,,,,,,,,,,,
5163,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0
5164,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0
5165,,,,,,,,,,,,,,,,,,,
5167,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,17.5,0.0286,16.5,0.0909
5168,,,,,,,,,,,,,,,,,,,
5171,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,28,0.0714,28,0.0714
5173,29,29,0,29,0,29,0,29,0,29,0,29,0,21.5,0.349,19,0.526,22.9,0.266
5174,135,135,0,135,0,135,0,135,0,135,0,135,0,135,0,135,0,,
5175,,,,,,,,,,,,,,,,,,,
5176,,,,,,,,,,,,,,,,,,,
5177,6,6,0,6,0,6,0,6,0,6,0,6,0,9,-0.333,9,-0.333,6.5,-0.0769
5178,,,,,,,,,,,,,,,,,,,
5179,10,10,0,10,0,10,0,10,0,10,0,7,0.429,7,0.429,7,0.429,7,0.429
5180,,,,,,,,,,,,,,,,,,,
5181,3.5,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,7.5,-0.533,7.5,-0.533,4.5,-0.222
5183,13,13,0,13,0,13,0,13,0,9.9,0.313,9.9,0.313,9.9,0.313,9.9,0.313,9.9,0.313
5184,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5187,45,45,0,45,0,45,0,45,0,35,0.286,29,0.552,26,0.731,13.1,2.44,13.1,2.44
5188,26,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0
5190,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,,
5191,,,,,,,,,,,,,,,,,,,
5192,24,24,0,24,0,24,0,24,0,24,0,12,1,12,1,9,1.67,7.5,2.2
5195,15,15,0,15,0,15,0,15,0,15,0,15,0,9.9,0.515,9.9,0.515,9.9,0.515
5196,29,29,0,29,0,29,0,29,0,29,0,29,0,29,0,26,0.115,24,0.208
5199,59,59,0,59,0,59,0,59,0,54,0.0926,39,0.513,24,1.46,24,1.46,39,0.513
5200,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
5201,,,,,,,,,,,,,,,,,,,
5202,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
5203,,,,,,,,,,,,,,,,,,,
5205,21,21,0,21,0,21,0,21,0,21,0,,,21,0,19.5,0.0769,18,0.167
5206,,,,,,,,,,,,,,,,,,,
5207,79,79,0,79,0,79,0,79,0,79,0,79,0,79,0,79,0,54,0.463
5208,42,42,0,42,0,42,0,42,0,21,1,21,1,21,1,14,2,36,0.167
5209,53,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0
5212,15,15,0,15,0,15,0,15,0,15,0,15,0,19,-0.211,8,0.875,15,0
5213,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0
5216,28.5,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0
5217,,,,,,,,,,,,,,,,,,,
5220,,,,,,,,,,,,,,,,,,,
5224,500,500,0,500,0,,,500,0,500,0,500,0,500,0,500,0,500,0
5226,13,13,0,13,0,13,0,13,0,13,0,13,0,13,0,11,0.182,,
5228,85,85,0,85,0,85,0,85,0,85,0,85,0,85,0,65.5,0.298,65.5,0.298
5229,,,,,,,,,,,,,,,,,,,
5230,20,20,0,20,0,20,0,20,0,20,0,20,0,24,-0.167,24,-0.167,24,-0.167
5231,18,18,0,18,0,18,0,18,0,15,0.2,11.9,0.513,11.9,0.513,11.9,0.513,11.9,0.513
5235,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,28,0.0714,28,0.0714
5267,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5268,36,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0
5269,36,36,0,36,0,36,0,36,0,36,0,,,36,0,,,36,0
5270,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5271,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5272,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5273,,,,,,,,,,,,,,,,,,,
5278,,,,,,,,,,,,,,,,,,,
5290,15.2,15.2,0,15.2,0,15.2,0,15.2,0,15.2,0,14,0.0857,14,0.0857,,,14,0.0857
5294,31.5,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0
5298,21.6,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0
5312,15.2,15.2,0,15.2,0,15.2,0,15.2,0,15.2,0,14,0.0857,14,0.0857,14,0.0857,14,0.0857
5314,21.3,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0
5330,,,,,,,,,,,,,,,,,,,
5343,25.4,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0
5355,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,12.7,0.142,12.7,0.142,12.7,0.142,12.7,0.142
5356,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
5398,11,11,0,11,0,11,0,11,0,11,0,9.7,0.134,,,9.7,0.134,9.7,0.134
5409,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,18.7,0.283
5412,19.7,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,16.6,0.187
5418,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,15.1,0.192
5419,16.3,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,13.7,0.19
5423,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,15.1,0.192
5430,,,,,,,,,,,,,,,,,,,
5438,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,15.1,0.192
5448,19.7,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,15.1,0.305
5451,23.1,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,16.6,0.392
5472,33,33,0,33,0,33,0,29,0.138,29,0.138,29,0.138,29,0.138,45,-0.267,45,-0.267
5491,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0
5512,,,,,,,,,,,,,,,,,,,
5513,,,,,,,,,,,,,,,,,,,
5514,,,,,,,,,,,,,,,,,,,
5515,,,,,,,,,,,,,,,,,,,
5516,,,,,,,,,,,,,,,,,,,
5521,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,13.2,0.477,13.2,0.477
5522,,,,,,,,,,,,,,,,,,,
5523,18.3,18.3,0,18.3,0,18.3,0,18.3,0,18.3,0,18.3,0,18.3,0,13.2,0.386,13.2,0.386
5524,,,,,,,,,,,,,,,,,,,
5525,,,,,,,,,,,,,,,,,,,
5535,,,,,,,,,,,,,,,,,,,
5537,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
5547,,,,,,,,,,,,,,,,,,,
5561,67,67,0,67,0,67,0,67,0,54,0.241,39,0.718,24,1.79,24,1.79,29,1.31
5563,59,59,0,59,0,59,0,59,0,54,0.0926,39,0.513,24,1.46,24,1.46,39,0.513
5572,5.8,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.5,0.0545,4.9,0.184
5573,5.8,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.5,0.0545,4.9,0.184
5574,5.8,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.5,0.0545,4.9,0.184
5580,,,,,,,,,,,,,,,,,,,
5583,,,,,,,,,,,,,,,,,,,
5585,5.8,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.5,0.0545,4.9,0.184
5586,3.9,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.4,0.147,3.4,0.147
